id,group,outcome,note,company,routed_company,routed_fy,oracle_doc,n_facts,n_chunks,seconds,expected,answer,problems
financebench_id_00540,direct,refused,,AES Corporation,AES,2022,AES_2022_10K,10,3,43.3,AES has converted inventory 9.5 times in FY 2022.,"INSUFFICIENT EVIDENCE to calculate the inventory turnover ratio for AES Corporation in FY2022. The context provides inventory values for 2021 and 2022 but does not include cost of goods sold or sales revenue, which are necessary to compute the inventory turnover ratio.",
financebench_id_10420,computed,refused,,AES Corporation,AES,2022,AES_2022_10K,10,3,58.7,-0.02,INSUFFICIENT EVIDENCE to calculate ROA. Missing net income for FY2022 and average total assets over the two years. [F34593] [F32494],
financebench_id_06655,computed,refused,,Amazon,AMAZON,2017,AMAZON_2017_10K,10,3,47.1,93.86,INSUFFICIENT EVIDENCE to calculate Amazon's FY2017 days payable outstanding (DPO) as the cost of goods sold (COGS) and change in inventory between FY2016 and FY2017 are not provided.,
financebench_id_08135,computed,refused,,Amazon,AMAZON,2016,AMAZON_2017_10K,10,3,47.2,30.8%,"INSUFFICIENT EVIDENCE to calculate the year-over-year change in revenue from FY2016 to FY2017, as the revenue figures for both years are not provided in the given context.",
financebench_id_08286,direct,wrong,"expected [11588.0], said [38.0, 2019.0, 3033.0]",Amazon,AMAZON,2019,AMAZON_2019_10K,10,3,48.0,$11588.00,"Amazon's FY2019 net income was $3,033 million [F137784], page 38.",
financebench_id_03882,computed,refused,,Amcor,AMCOR,2020,AMCOR_2020_10K,10,3,60.0,$1616.00,INSUFFICIENT EVIDENCE to determine Amcor's year end FY2020 net AR (in USD millions) as there is no information provided about accounts receivable in the given context. [F150575] [F150444] [F150564] [F150571] [F150468] [F150449] [F150538] [F149459] [F150435] [C41410] [C41301] [C41551],
financebench_id_01935,direct,refused,,Amcor,AMCOR,2022,AMCOR_2022_8K_dated-2022-07-01,10,3,47.2,"Amcor Finance (USA), Inc. and Amcor Flexibles North America, Inc., entered into supplemental indentures relating to Guar","INSUFFICIENT EVIDENCE to determine the key agenda of AMCOR's 8-K filing dated 1st July 2022. The provided context does not contain information about any specific 8-K filing or its agenda. [C40180] refers to a 10-K filing for the year ended June 30, 2022.",
financebench_id_00799,direct,refused,,Amcor,AMCOR,2023,AMCOR_2023_10K,10,3,54.0,The quick ratio has slightly improved from 0.67 times to 0.69 times between FY 2023 and FY 2022.(3.4% jump),INSUFFICIENT EVIDENCE to determine if AMCOR's quick ratio improved or declined between FY2023 and FY2022. The provided context does not contain any information about the quick ratio. [C4637] discusses shareholder return performance but does not mention the quick ratio.,
financebench_id_01079,direct,refused,,Amcor,AMCOR,2023,AMCOR_2023_10K,10,3,41.6,"Amcor completed these acquisitions during FY2023:
-100% equity interest of a flexibles manufacturing company in the Czec","INSUFFICIENT EVIDENCE to determine major acquisitions for FY2023, FY2022, and FY2021 as the provided context only covers acquisitions up to June 30, 2023, and does not include information for the previous fiscal years. [C40485] [C4533]",
financebench_id_01148,narrative,unscored,overlap 0.00,Amcor,AMCOR,,AMCOR_2023_10K,10,3,40.0,Amcor is a global leader in packaging production for various use cases.,AMCOR primarily operates in the packaging industry [C4425].,
financebench_id_00684,computed,refused,,Amcor,AMCOR,2023,AMCOR_2023_10K,10,3,45.7,No. For AMCOR there has been a slight decline in gross margins by 0.8%.,"INSUFFICIENT EVIDENCE to determine if AMCOR has an improving gross margin profile as of FY2023. The provided data only includes gross profit percentages for Q2 2023 and FY2022, but not for the full year 2023. [F147242] [F20699] [F20648]",
financebench_id_01936,computed,refused,,Amcor,AMCOR,2023,AMCOR_2023Q2_10Q,10,3,43.6,87% of the total restructuring liability is related Employee liabilities.,"INSUFFICIENT EVIDENCE to determine the nature & purpose of AMCOR's restructuring liability as of Q2 of FY2023 close, as the provided facts only cover periods up to June 30, 2022.",
financebench_id_01928,direct,ungrounded,figure 126 is in no supplied fact — the model computed or recalled it,Amcor,AMCOR,2023,AMCOR_2023Q4_EARNINGS,10,3,45.3,"AMCOR's Adj. EBITDA was $2,018mn in FY 2023","AMCOR's Adjusted Non-GAAP EBITDA for FY 2023 was $2,018 million [F44906], page 126.",figure 126 is in no supplied fact — the model computed or recalled it
financebench_id_01930,direct,refused,,Amcor,AMCOR,2023,AMCOR_2023Q4_EARNINGS,10,3,49.5,The Real Growth was flat in FY 2023 vs FY 2022.,"INSUFFICIENT EVIDENCE to calculate the exact Real change in Sales for AMCOR in FY 2023 vs FY 2022, excluding the impact of FX movement, passthrough costs, and one-off items. The context does not provide the necessary breakdown to compute this figure. [C10633] [C10634] [C40501]",
financebench_id_03069,computed,refused,,AMD,AMD,2015,AMD_2015_10K,10,3,47.6,4.2%,"INSUFFICIENT EVIDENCE to calculate the FY2015 depreciation and amortization % margin for AMD, as the net revenue figure is missing.",
financebench_id_00222,computed,refused,,AMD,AMD,,AMD_2022_10K,10,3,64.7,"Yes. The quick ratio is 1.57, calculated as (cash and cash equivalents+Short term investments+Accounts receivable, net+r",INSUFFICIENT EVIDENCE to determine AMD's quick ratio for FY22. The provided context does not contain any information about the quick ratio or liquidity profile for FY22. [F154556] [F154557] [F153909] [F17901] [F17902] [F153908] [F151479] [F154968] [F154969] [F153232] discuss gross margin and risk-fr,
financebench_id_00995,narrative,refused,,AMD,AMD,,AMD_2022_10K,10,3,47.4,"AMD sells server microprocessors (CPUs) and graphics processing units (GPUs), data processing units (DPUs), Field Progra",INSUFFICIENT EVIDENCE to determine the major products and services that AMD sells as of FY22. The provided facts are from 2017 to 2022 but do not specify the exact products and services sold in FY22. [C43346] [C43648] [C3375] [F153602] [F153005] [F151365] [F151383] [F153642] [F153047] [F153639] [F15,
financebench_id_01198,direct,refused,,AMD,AMD,,AMD_2022_10K,10,3,41.8,"In 2022, AMD reported Higher sales of their EPYC server processors, higher semi-custom product sales, and the inclusion ",INSUFFICIENT EVIDENCE to determine the exact factor driving revenue change as of FY22 for AMD from the provided context.,
financebench_id_00917,narrative,refused,,AMD,AMD,,AMD_2022_10K,10,3,39.3,The decrease in AMD's operating income was primarily driven by amortization of intangible assets associated with the Xil,"INSUFFICIENT EVIDENCE to determine the operating margin change for AMD as of FY22 or to identify what drove it, as the provided context only contains information about gross margin and does not mention operating margin. [C42931] [C42915] [C43437]",
financebench_id_01279,direct,wrong,"expected [2022.0], said [22.0, 60.0, 3264.0]",AMD,AMD,,AMD_2022_10K,10,3,47.9,"In 2022, AMD brought in the most cashflow from Operations","AMD's financing activities in FY22 brought in the least cash flow, losing $3,264 million [F154575], page 60.",
financebench_id_00563,narrative,refused,,AMD,AMD,,AMD_2022_10K,10,3,46.6,Data Center,"INSUFFICIENT EVIDENCE to determine the segment with the largest proportional increase in sales from FY21 to FY22, excluding Embedded. The CONTEXT does not provide specific sales figures for each segment beyond the segment counts and does not detail the sales proportions or changes between fiscal yea",
financebench_id_00757,direct,refused,,AMD,AMD,,AMD_2022_10K,10,3,38.5,"Yes, one customer accounted for 16% of consolidated net revenue","INSUFFICIENT EVIDENCE to determine if AMD reported customer concentration in FY22, as there is no relevant FACT provided in the context.",
financebench_id_00476,narrative,refused,,American Express,AMERICANEXPRESS,2022,AMERICANEXPRESS_2022_10K,10,3,45.2,There are none,INSUFFICIENT EVIDENCE to determine which debt securities are registered to trade on a national securities exchange under American Express' name as of 2022. The provided context does not contain information about debt securities registered on a national securities exchange.,
